id,Balkón / loggia,Cena,Identifikačné číslo:,Kategória,Pivnica,Ulica,Úžitková plocha,Výťah,Lokalita,Poschodie,Stav nehnuteľnosti:,Materiál,Stav,Zastavaná plocha
1887748,Nie,cena dohodou,14.8.2017 11:55:16,Nie,Nie,Petržalka,170411,33 m2,NA,NA,NA,NA,NA,NA
1887750,Nie,cena dohodou,14.8.2017 11:55:16,Nie,Nie,Petržalka,170412,65 m2,NA,NA,NA,NA,NA,NA
2036189,Nie,"120 000,00 EUR",163425,4 izbový byt / Predaj,Nie,Petržalka,80 m2,Nie,Petržalka,NA,NA,NA,NA,NA
2045103,Áno,"115 000,00 EUR",29998001636,3 izbový byt / Predaj,Nie,Píniová,80 m2,Nie,Vrakuňa,1 / 4,Novostavba,NA,NA,NA
2125237,Áno,"205 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Mýtna 44,70 m2,Áno,Staré Mesto,3 / 6,Novostavba,tehla,NA,NA
2125633,Áno,"334 017,00 EUR",NA,4 izbový byt / Predaj,Áno,Radlinského 45,111 m2,Áno,Staré Mesto,2 / 6,Novostavba,tehla,NA,NA
2174952,us000047,"119 000,00 EUR/mesiac","22 312,44 EUR/rok/m2",Nie,64 m2,NA,Staré Mesto,6.7.2016 11:36:24,"1 859,37 EUR/mesiac/m2",NA,NA,NA,NA,NA
2244637,Áno,"245 000,00 EUR",312,3 izbový byt / Predaj,Nie,Mickiewiczova,102 m2,Áno,Staré Mesto,4 / 5,Novostavba,tehla,NA,NA
2342018,Nie,"400 000,00 EUR",493,3 izbový byt / Predaj,Nie,Živnostenská,127 m2,Nie,Staré Mesto,5 / 6,NA,tehla,kompletná rekonštrukcia,NA
2461786,Áno,"330 000,00 EUR",NA,4 izbový byt / Predaj,Nie,SLNEČNICE- Južné mesto,96 m2,Áno,Petržalka,5 / 5,Novostavba,NA,NA,NA
258066,Nie,cena dohodou,NA,Nie,Nie,Staré záhrady,12.8.2017 08:17:45,180 m2,NA,NA,NA,NA,NA,NA
2611931,Nie,"310 000,00 EUR",NA,2 izbový byt / Predaj,Nie,Klobučnícka,98 m2,Nie,Staré Mesto,2 / 3,NA,tehla,kompletná rekonštrukcia,NA
3014699,Nie,cena dohodou,9.8.2017 10:56:03,Áno,Nie,Hradská,133,29 m2,NA,NA,NA,NA,NA,NA
3014700,Nie,cena dohodou,9.8.2017 10:56:03,Áno,Áno,Hradská,134,37 m2,NA,NA,NA,NA,NA,NA
3085166,Áno,cena dohodou,17.6.2017 11:44:38,tehla,Áno,Pekná cesta,Novostavba,129 m2,NA,NA,70,Nie,NA,NA
3085167,Áno,cena dohodou,17.6.2017 11:44:38,tehla,Áno,Pekná cesta,129 m2,129 m2,NA,NA,69,Nie,NA,Novostavba
3105717,Nie,"69 000,00 EUR",26,1 izbový byt / Predaj,Áno,Latorická,36 m2,Nie,Podunajské Biskupice,1 / 4,NA,panel,kompletná rekonštrukcia,NA
3117116,Nie,"63 600,00 EUR",28,1 izbový byt / Predaj,Áno,Čiližská,43 m2,Áno,Vrakuňa,3 / 5,NA,panel,kompletná rekonštrukcia,NA
3119470,Nie,"289 000,00 EUR",88,3 izbový byt / Predaj,Áno,Cesta na Kamzík,175 m2,Áno,"Nové Mesto, časť Koliba",1 / 5,Novostavba,tehla,NA,NA
3179462,Nie,cena dohodou,3.8.2017 10:47:10,pôvodný,Nie,Sládkovičova,660110,0 / 2,NA,120 m2,NA,Nie,tehla,NA
3374977,Nie,"230 000,00 EUR",1588,4 izbový byt / Predaj,Nie,Špitálska,100 m2,Nie,Staré Mesto,NA,Novostavba,tehla,NA,NA
3429458,Nie,"349 900,00 EUR",1710,3 izbový byt / Predaj,Nie,NA,1 m2,Nie,Dúbravka,NA,Novostavba,NA,NA,NA
3476515,Áno,"152 822,00 EUR",NA,1 izbový byt / Predaj,Áno,Mýtna 44,47 m2,Áno,Staré Mesto,5 / 6,NA,tehla,NA,NA
3510165,Nie,"160 000,00 EUR",660329,4 izbový byt / Predaj,Nie,NA,137 m2,NA,Vrakuňa,2 / 2,Novostavba,NA,NA,NA
3522793,Nie,"250 000,00 EUR",1986,3 izbový byt / Predaj,Nie,Tupého,100 m2,Áno,Nové Mesto,NA,NA,NA,NA,NA
3586218,Áno,"259 900,00 EUR",BA10318,3 izbový byt / Predaj,Nie,Mickiewiczova,102 m2,NA,Staré Mesto,4 / 6,Novostavba,tehla,NA,NA
3588538,Áno,"259 900,00 EUR",BA10319,3 izbový byt / Predaj,Nie,Mickiewiczova,101 m2,NA,Staré Mesto,2 / 6,Novostavba,tehla,NA,NA
3588545,Áno,"299 900,00 EUR",BA10273,4 izbový byt / Predaj,Nie,Mickiewiczova,106 m2,NA,Staré Mesto,2 / 6,Novostavba,tehla,NA,NA
3631375,130 m2,cena dohodou,9.8.2017 10:56:03,Nie,Nie,Šoltésovej,190,NA,NA,NA,NA,NA,NA,NA
3663004,Nie,"142 000,00 EUR",35201,3 izbový byt / Predaj,Nie,Továrenská,64 m2,Nie,Staré Mesto,NA,NA,NA,NA,NA
3663228,Nie,"112 900,00 EUR",48308,2 izbový byt / Predaj,Nie,Poľnohospodárska,79 m2,Nie,Vrakuňa,0 / 5,Novostavba,NA,NA,NA
3663229,Nie,"91 000,00 EUR",48325,2 izbový byt / Predaj,Nie,Poľnohospodárska,61 m2,Nie,Vrakuňa,0 / 5,Novostavba,tehla,NA,NA
3663481,Nie,"148 000,00 EUR",51235,4 izbový byt / Predaj,Áno,Bošániho,74 m2,Áno,Dúbravka,0 / 8,NA,panel,kompletná rekonštrukcia,74 m2
3674748,Áno,"116 000,00 EUR",217,2 izbový byt / Predaj,Nie,Súmračná,44 m2,Áno,Ružinov,NA,NA,NA,čiastočná rekonštrukcia,NA
3695247,Nie,"137 000,00 EUR",29998008166,2 izbový byt / Predaj,Nie,Vyšehradská,73 m2,NA,Petržalka,NA,NA,NA,NA,NA
3739824,Áno,"259 990,00 EUR",29998008440,3 izbový byt / Predaj,Áno,Špitálska,78 m2,Áno,Staré Mesto,2 / 6,NA,NA,čiastočná rekonštrukcia,NA
3755179,Áno,"380 750,40 EUR",MOC-309,3 izbový byt / Predaj,Nie,Skalná,106 m2,Áno,Staré Mesto,2 / 5,Novostavba,tehla,NA,NA
3759865,Áno,"174 300,00 EUR",HOF-9,2 izbový byt / Predaj,Áno,Trhová,89 m2,Nie,Dúbravka,8 / 8,NA,NA,NA,NA
3762232,Áno,"260 000,00 EUR",1004,3 izbový byt / Predaj,Nie,Mickiewiczova,101 m2,Áno,Staré Mesto,2 / 6,Novostavba,tehla,NA,NA
3763208,Áno,"260 000,00 EUR",1005,3 izbový byt / Predaj,Nie,Mickiewiczova,102 m2,Áno,Staré Mesto,4 / 6,Novostavba,tehla,NA,NA
3767588,Áno,cena dohodou,NA,tehla,Nie,Koliba,Novostavba,3 / 0,NA,198 m2,11.11.2013 10:20:22,Nie,NA,NA
3812004,Áno,"165 000,00 EUR",2481,2 izbový byt / Predaj,Nie,Tomášikova,76 m2,Áno,Ružinov,5 / 6,Novostavba,tehla,NA,NA
3812005,Nie,"275 000,00 EUR",2477,3 izbový byt / Predaj,Nie,Mickiewiczova,107 m2,NA,Staré Mesto,2 / 6,Novostavba,tehla,NA,NA
3812006,Nie,"275 000,00 EUR",2476,3 izbový byt / Predaj,Nie,Mickiewiczova,107 m2,Áno,Staré Mesto,4 / 6,Novostavba,tehla,NA,NA
3812007,Nie,"165 000,00 EUR",2480,2 izbový byt / Predaj,Nie,Tomášikova,76 m2,Áno,Ružinov,2 / 6,Novostavba,tehla,NA,NA
3833078,Áno,"134 000,00 EUR",NA,2 izbový byt / Predaj,Áno,NA,73 m2,Áno,Rača,1 / 7,NA,panel,kompletná rekonštrukcia,NA
3833079,Áno,"134 000,00 EUR",NA,3 izbový byt / Predaj,Áno,NA,73 m2,Áno,"Rača, časť Rača",1 / 7,NA,panel,kompletná rekonštrukcia,NA
3892359,Nie,"310 000,00 EUR",1267,4 izbový byt / Predaj,Nie,Mickiewiczova,106 m2,Áno,Staré Mesto,2 / 6,Novostavba,tehla,NA,NA
3927559,Áno,"275 000,00 EUR",175645,3 izbový byt / Predaj,Nie,NA,122 m2,Áno,Nové Mesto,NA,Novostavba,tehla,NA,NA
3927571,Áno,"255 000,00 EUR",175646,4 izbový byt / Predaj,Nie,Vinohrady,108 m2,Áno,Nové Mesto,NA,Novostavba,tehla,NA,NA
3949771,Áno,"360 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Paulínyho,137 m2,Áno,Staré Mesto,3 / 5,NA,tehla,pôvodný,NA
3950264,Nie,"155 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Legionárska,77 m2,Nie,Nové Mesto,4 / 4,NA,tehla,pôvodný,NA
3955344,88 m2,cena dohodou,17.6.2017 11:44:38,pôvodný,Nie,Podkolibská,257,NA,NA,NA,NA,Nie,iný,NA
3997399,Áno,"209 900,00 EUR",1878,3 izbový byt / Predaj,Nie,Na Križovatkách,90 m2,Áno,"Ružinov, časť Trnávka",3 / 6,Novostavba,tehla,NA,NA
4040287,Nie,"119 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Drotárska cesta 45,58 m2,Nie,Staré Mesto,NA,NA,NA,NA,NA
4082492,Nie,"120 000,00 EUR",NA,2 izbový byt / Predaj,Áno,NA,46 m2,Nie,Nové Mesto,2 / 5,NA,tehla,kompletná rekonštrukcia,NA
4123692,Áno,"179 000,00 EUR",13042,2 izbový byt / Predaj,Áno,Sedmokráskova 7,70 m2,Áno,Ružinov,3 / 8,Novostavba,tehla,NA,NA
4178012,Áno,"107 990,00 EUR",648,2 izbový byt / Predaj,Nie,Majerská,66 m2,Nie,Vrakuňa,3 / 3,Novostavba,tehla,NA,NA
4178327,Áno,"275 000,00 EUR",199349,3 izbový byt / Predaj,Nie,Mickiewiczova,102 m2,NA,Staré Mesto,4 / 0,Novostavba,tehla,NA,NA
4178328,Áno,"260 000,00 EUR",199341,3 izbový byt / Predaj,Nie,Mickiewiczova,100 m2,NA,Staré Mesto,2 / 0,Novostavba,tehla,NA,NA
4195418,Áno,"155 000,00 EUR",285,4 izbový byt / Predaj,Áno,Na Revíne,82 m2,NA,Nové Mesto,NA,NA,NA,NA,NA
4217516,Nie,"230 000,00 EUR",219115,4 izbový byt / Predaj,Nie,Špitálska,99 m2,NA,Staré Mesto,0 / 1,NA,tehla,kompletná rekonštrukcia,NA
4217518,Áno,"320 000,00 EUR",219107,4 izbový byt / Predaj,Nie,Tolstého,125 m2,NA,Staré Mesto,1 / 4,NA,tehla,pôvodný,NA
4257329,Áno,"310 000,00 EUR",199365,2 izbový byt / Predaj,Nie,Mickiewiczova,105 m2,NA,Staré Mesto,2 / 0,Novostavba,tehla,NA,NA
4267609,Nie,"120 000,00 EUR",318,3 izbový byt / Predaj,Nie,. . .,63 m2,NA,Ružinov,4 / 7,NA,NA,NA,NA
4267987,Áno,"270 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Špitálska,110 m2,Áno,Staré Mesto,4 / 6,NA,tehla,kompletná rekonštrukcia,NA
4272305,Áno,"85 000,00 EUR",330780,2 izbový byt / Predaj,Áno,Mesačná,46 m2,Áno,Ružinov,6 / 6,NA,panel,čiastočná rekonštrukcia,42 m2
4275310,Áno,"319 898,00 EUR",BA10530,3 izbový byt / Predaj,Áno,Kozia,77 m2,Áno,Staré Mesto,3 / 6,Novostavba,NA,NA,NA
4276831,Áno,"560 911,00 EUR",BA10535,3 izbový byt / Predaj,Nie,Kozia,132 m2,Áno,Staré Mesto,4 / 6,Novostavba,NA,NA,NA
4276832,Nie,"814 603,00 EUR",BA10534,1 izbový byt / Predaj,Nie,Kozia,166 m2,NA,Staré Mesto,5 / 6,Novostavba,NA,NA,NA
4286536,Áno,"242 250,00 EUR",29998008472008,4 izbový byt / Predaj,Nie,Horská,109 m2,Áno,Rača,NA,Novostavba,NA,NA,NA
4288038,Áno,"261 250,00 EUR",29998008472016,3 izbový byt / Predaj,Nie,Horská,122 m2,Áno,Nové Mesto,2 / 5,Novostavba,NA,NA,NA
4305093,Nie,"26 500,00 EUR",91723,2 izbový byt / Predaj,Áno,Stavbárska,40 m2,Nie,Vrakuňa,9 / 10,NA,NA,NA,NA
4322210,Áno,"270 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Špitálska,110000 m2,Áno,Staré Mesto,NA,NA,tehla,NA,NA
4331097,Áno,"118 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Kresánkova,57 m2,Áno,"Karlova Ves, časť Dlhé diely",2 / 5,Novostavba,tehla,kompletná rekonštrukcia,NA
4337535,Áno,"400 000,00 EUR",3670,3 izbový byt / Predaj,Áno,Živnostenská,130 m2,Áno,Staré Mesto,5 / 6,NA,tehla,kompletná rekonštrukcia,NA
4340277,Áno,"459 000,00 EUR",36,4 izbový byt / Predaj,Nie,Nám. SNP,242 m2,Áno,Staré Mesto,5 / 5,NA,NA,kompletná rekonštrukcia,NA
4340278,Nie,"350 000,00 EUR",37,3 izbový byt / Predaj,Nie,Nám. SNP,156 m2,Áno,Staré Mesto,5 / 5,NA,tehla,kompletná rekonštrukcia,NA
4375369,Nie,"71 900,00 EUR",NA,1 izbový byt / Predaj,Áno,Bieloruská,34 m2,Áno,Podunajské Biskupice,1 / 6,NA,panel,kompletná rekonštrukcia,NA
4392866,5 / 10,cena dohodou,NA,Nie,Áno,NA,Novostavba,NA,NA,64 m2,661228,NA,NA,NA
4397003,Áno,"134 900,00 EUR",2,2 izbový byt / Predaj,Áno,Kyjevská 3,56 m2,Áno,Nové Mesto,6 / 7,Novostavba,tehla,NA,NA
4406974,Áno,"570 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Strážna,158 m2,Nie,"Nové Mesto, časť Koliba",3 / 3,Novostavba,tehla,NA,389 m2
4431538,Áno,"159 900,00 EUR",2,3 izbový byt / Predaj,Áno,Nové mesto,79 m2,Áno,Nové Mesto,6 / 7,Novostavba,tehla,NA,NA
4436334,Áno,"115 000,00 EUR",94849,3 izbový byt / Predaj,Áno,Romanova,68 m2,Áno,Petržalka,4 / 12,NA,panel,NA,68 m2
4452056,Áno,"149 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Hubeného 52,80 m2,Nie,"Rača, časť Krasňany",3 / 3,Novostavba,tehla,vo výstavbe,80 m2
4509573,Nie,"330 113,00 EUR",MOC000075,4 izbový byt / Predaj,Áno,Na pažiti,116 m2,Áno,Nové Mesto,1 / 5,Novostavba,NA,NA,NA
4518436,Nie,"257 500,00 EUR",KCH26,2 izbový byt / Predaj,Nie,Štúrova,92 m2,Áno,Staré Mesto,2 / 4,NA,tehla,kompletná rekonštrukcia,NA
4535526,Áno,"90 000,00 EUR",NA,Dvojgarsónka / Predaj,Áno,Petržalka,48 m2,Áno,Petržalka,NA,NA,panel,NA,NA
4545475,Áno,"274 807,00 EUR",BEL17,3 izbový byt / Predaj,Áno,Na pažiti,113 m2,Áno,"Nové Mesto, časť Koliba",3 / 5,Novostavba,tehla,NA,NA
4545477,Nie,"324 113,00 EUR",BEL16,3 izbový byt / Predaj,Áno,Na pažitit,172 m2,Áno,"Nové Mesto, časť Koliba",1 / 5,Novostavba,tehla,NA,NA
4545478,Áno,"305 364,00 EUR",BEL15,3 izbový byt / Predaj,Áno,Na pažiti,115 m2,Áno,Nové Mesto,2 / 5,Novostavba,tehla,NA,NA
4556721,Nie,"115 000,00 EUR",29998008473741,2 izbový byt / Predaj,Nie,Boskovičova,52 m2,NA,Nové Mesto,2 / 0,NA,NA,NA,NA
4556954,Áno,"310 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Podjavorinskej,160 m2,Nie,Staré Mesto,4 / 4,NA,tehla,kompletná rekonštrukcia,NA
4562393,Nie,"548 999,00 EUR",2859,4 izbový byt / Predaj,Nie,Mickiewiczova,522 m2,Áno,Staré Mesto,NA,Novostavba,NA,NA,NA
4596499,Áno,"102 000,00 EUR",LE20011,4 izbový byt / Predaj,Áno,Kríková,84 m2,Áno,Vrakuňa,1 / 8,NA,panel,kompletná rekonštrukcia,78 m2
4603118,Nie,"303 225,00 EUR",BA10860,3 izbový byt / Predaj,Nie,Na pažiti,125 m2,NA,Nové Mesto,NA,Novostavba,NA,NA,NA
4615720,Nie,"140 724,00 EUR",A.2.2,2 izbový byt / Predaj,Nie,Pod Krásnou hôrkou,54 m2,Áno,"Nové Mesto, časť Kramáre",2 / 8,NA,tehla,vo výstavbe,NA
4622245,Áno,"279 000,00 EUR",2017,3 izbový byt / Predaj,Nie,Guothova,104 m2,Áno,"Nové Mesto, časť Kramáre",0 / 9,Novostavba,NA,NA,NA
4629440,Nie,"193 330,80 EUR",158937,2 izbový byt / Predaj,Nie,Podjavorinskej,60 m2,NA,Staré Mesto,NA,NA,NA,NA,60 m2
4656004,Áno,cena dohodou,NA,pôvodný,Áno,Gorkého,9.8.2017 11:14:44,5 / 7,NA,120 m2,NA,Áno,tehla,NA
4686101,Nie,"119 990,00 EUR",29998008474622,2 izbový byt / Predaj,Nie,Sibírska,54 m2,NA,Nové Mesto,NA,NA,NA,kompletná rekonštrukcia,NA
4695772,Áno,"179 000,00 EUR",30462,3 izbový byt / Predaj,Áno,Riazanská,70 m2,Nie,"Nové Mesto, časť Pasienky / Kuchajda",2 / 4,NA,NA,kompletná rekonštrukcia,NA
4703927,Nie,"99 000,00 EUR",29028607,3 izbový byt / Predaj,Nie,Latorická,54 m2,Nie,Podunajské Biskupice,2 / 5,NA,NA,kompletná rekonštrukcia,NA
4725319,Áno,"240 000,00 EUR",661563,3 izbový byt / Predaj,Áno,Klincová,87 m2,Áno,Ružinov,NA,Novostavba,tehla,NA,NA
4728337,Áno,"366 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jozefská,147 m2,Áno,Staré Mesto,4 / 5,Novostavba,NA,vo výstavbe,NA
4729217,Áno,"364 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Jozefská,147 m2,Áno,Staré Mesto,3 / 5,Novostavba,NA,vo výstavbe,NA
4743837,Nie,"105 000,00 EUR",MJ-194,3 izbový byt / Predaj,Nie,Šancová,59 m2,NA,Staré Mesto,NA,NA,panel,kompletná rekonštrukcia,NA
4762413,Áno,"104 000,00 EUR",113742,3 izbový byt / Predaj,Nie,Korytnická,72 m2,Áno,Podunajské Biskupice,0 / 12,NA,panel,čiastočná rekonštrukcia,NA
4765840,Áno,"99 000,00 EUR",330842,2 izbový byt / Predaj,Áno,Planét,55 m2,Nie,"Ružinov, časť Ostredky",2 / 3,NA,tehla,čiastočná rekonštrukcia,NA
4766839,Áno,"168 000,00 EUR",NA,2 izbový byt / Predaj,Nie,Tomášikova,72 m2,Áno,Ružinov,2 / 0,Novostavba,NA,NA,NA
4775807,Áno,"117 500,00 EUR",113807,2 izbový byt / Predaj,Nie,Sibírska,60 m2,Áno,Nové Mesto,0 / 8,NA,panel,čiastočná rekonštrukcia,NA
4778670,Áno,"117 500,00 EUR",207129,2 izbový byt / Predaj,Áno,Sibírska,57 m2,Áno,Nové Mesto,0 / 5,NA,panel,čiastočná rekonštrukcia,NA
4783315,Áno,"222 000,00 EUR",BP0335B2,3 izbový byt / Predaj,Áno,Mraziarenská,87 m2,Áno,Ružinov,3 / 6,Novostavba,tehla,NA,NA
4787589,Áno,"117 500,00 EUR",NA,2 izbový byt / Predaj,Áno,Sibírska,56 m2,Áno,Nové Mesto,0 / 6,NA,panel,čiastočná rekonštrukcia,NA
4811982,Nie,cena dohodou,NA,Nie,Nie,Karadžičova 27,6.7.2016 11:36:24,101 m2,NA,NA,NA,NA,NA,NA
4820982,Áno,"389 990,00 EUR",HL-3,4 izbový byt / Predaj,Nie,Špitálska,169 m2,Áno,Staré Mesto,5 / 5,NA,tehla,kompletná rekonštrukcia,NA
4822684,Áno,"207 652,00 EUR",Podjavorinska 4/C,2 izbový byt / Predaj,Nie,Podjavorinskej,60 m2,Áno,Staré Mesto,4 / 6,Novostavba,tehla,NA,NA
4822685,Áno,"457 899,00 EUR",Podjavorinska 4/A,4 izbový byt / Predaj,Nie,Podjavorinskej,135 m2,Áno,Staré Mesto,4 / 6,Novostavba,tehla,NA,NA
4822687,Áno,"452 052,00 EUR",Podjavorinska 3/A,3 izbový byt / Predaj,Nie,Podjavorinskej,133 m2,Áno,Staré Mesto,3 / 6,Novostavba,tehla,NA,NA
4850451,Nie,"142 000,00 EUR",669875,2 izbový byt / Predaj,Nie,Budatínska,77 m2,Áno,Petržalka,3 / 10,Novostavba,panel,NA,NA
4855570,Áno,"122 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Sibírska,52 m2,Nie,Nové Mesto,1 / 5,NA,tehla,čiastočná rekonštrukcia,NA
4857066,Áno,"189 000,00 EUR",2102,2 izbový byt / Predaj,Nie,Tupého,86 m2,Áno,"Nové Mesto, časť Koliba",2 / 4,Novostavba,NA,NA,NA
4861368,Áno,"117 000,00 EUR",669900,1 izbový byt / Predaj,Nie,Lužná,36 m2,Áno,Petržalka,5 / 7,Novostavba,panel,NA,NA
4867280,Áno,"134 000,00 EUR",AK1169KR,2 izbový byt / Predaj,Áno,Kadnárova 57,60 m2,NA,Rača,3 / 4,NA,tehla,kompletná rekonštrukcia,NA
4867989,Áno,"345 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Cesta na kamzík,116 m2,Áno,"Nové Mesto, časť Vinohrady",1 / 0,Novostavba,tehla,NA,NA
4868001,Áno,"145 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Kazanská,75 m2,Áno,Podunajské Biskupice,4 / 0,Novostavba,tehla,NA,NA
4876828,Áno,"140 000,00 EUR",MRM-23,2 izbový byt / Predaj,Áno,NA,60 m2,Nie,Rača,3 / 4,NA,tehla,kompletná rekonštrukcia,NA
4881631,Áno,"120 000,00 EUR",295,2 izbový byt / Predaj,Áno,Sibírska,56 m2,Áno,Nové Mesto,1 / 5,NA,panel,čiastočná rekonštrukcia,NA
4881637,Áno,"129 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Rusovská cesta,53 m2,Áno,Petržalka,12 / 14,Novostavba,iný,vo výstavbe,NA
4881643,Áno,"189 100,00 EUR",NA,3 izbový byt / Predaj,Áno,Rusovská cesta,83 m2,Áno,Petržalka,5 / 13,Novostavba,iný,vo výstavbe,NA
4881654,Áno,"195 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Rusovská cesta,86 m2,Áno,Petržalka,3 / 13,Novostavba,iný,vo výstavbe,NA
4881708,Áno,"311 100,00 EUR",NA,4 izbový byt / Predaj,Áno,Rusovská cesta,106 m2,Áno,Petržalka,13 / 13,Novostavba,iný,vo výstavbe,NA
4882481,Áno,"98 000,00 EUR",103-113-ALH,3 izbový byt / Predaj,Nie,Silvánska,62 m2,Áno,"Karlova Ves, časť Kútiky",1 / 8,NA,NA,čiastočná rekonštrukcia,NA
4903188,Nie,"207 652,00 EUR",Podjavorinska 5/C,2 izbový byt / Predaj,Nie,Podjavorinskej,60 m2,Áno,Staré Mesto,5 / 6,Novostavba,tehla,NA,NA
4903189,Áno,"457 899,00 EUR",Podjavorinska 5/A,4 izbový byt / Predaj,Nie,Podjavorinskej,135 m2,Áno,Staré Mesto,5 / 6,Novostavba,tehla,NA,NA
4903825,Áno,"119 900,00 EUR",D1-B2,2 izbový byt / Predaj,Áno,Pri Vápenickom potoku,75 m2,Áno,Záhorská Bystrica,0 / 4,Novostavba,tehla,NA,NA
4930051,Áno,"305 000,00 EUR",1655891,4 izbový byt / Predaj,Nie,Trnavská cesta,176 m2,Áno,Nové Mesto,6 / 7,Novostavba,tehla,NA,131 m2
4935979,Áno,cena dohodou,NA,pôvodný,Áno,NA,NA,2 / 4,NA,40 m2,NA,Áno,iný,NA
4935981,Áno,cena dohodou,NA,pôvodný,Áno,NA,NA,2 / 4,NA,40 m2,NA,Áno,iný,NA
4937549,Nie,"215 711,00 EUR",A-01,2 izbový byt / Predaj,Nie,Na pažiti,87 m2,Áno,Nové Mesto,0 / 6,Novostavba,tehla,NA,NA
4940013,100 m2,cena dohodou,13.8.2017 09:30:24,kompletná rekonštrukcia,Nie,Špitálska,29998008475659,NA,NA,NA,NA,NA,Nie,NA
4943382,Nie,"299 000,00 EUR",C -1.2,3 izbový byt / Predaj,Nie,Na pažiti,113 m2,Áno,Nové Mesto,1 / 5,Novostavba,tehla,NA,NA
4943384,Áno,"229 500,00 EUR",B-3.3,3 izbový byt / Predaj,Nie,Na pažiti,93 m2,Áno,Nové Mesto,3 / 0,Novostavba,tehla,NA,NA
4944700,Nie,"116 880,00 EUR",19534,2 izbový byt / Predaj,Áno,Nové Mesto,42 m2,Nie,Nové Mesto,NA,NA,NA,kompletná rekonštrukcia,NA
4950609,Áno,"344 475,00 EUR",75639,3 izbový byt / Predaj,Nie,NA,128 m2,Áno,Staré Mesto,1 / 3,Novostavba,tehla,NA,NA
4979391,Áno,cena dohodou,NA,kompletná rekonštrukcia,Áno,Kúpeľná,Novostavba,5 / 5,NA,85 m2,14.6.2017 16:50:16,Nie,tehla,NA
4979768,Áno,"249 000,00 EUR",C -2.1,3 izbový byt / Predaj,Áno,Na pažiti,105 m2,Áno,Nové Mesto,2 / 5,Novostavba,NA,NA,NA
4979836,Áno,"300 912,00 EUR",C -2.2,3 izbový byt / Predaj,Áno,Na pažiti,113 m2,Áno,Nové Mesto,2 / 5,Novostavba,NA,NA,NA
4984320,Áno,cena dohodou,26.7.2017 13:36:25,Nie,Nie,Na pažiti,Novostavba,5 / 7,NA,168 m2,C -5.1,NA,NA,NA
4984321,Áno,"322 447,00 EUR",C -4.2,3 izbový byt / Predaj,Nie,Na pažiti,105 m2,Áno,Nové Mesto,4 / 7,Novostavba,NA,NA,NA
4984322,Áno,"274 807,00 EUR",C -3.1,3 izbový byt / Predaj,Nie,Na pažiti,105 m2,Áno,Nové Mesto,3 / 5,Novostavba,NA,NA,NA
4992710,Áno,"127 800,00 EUR",NA,4 izbový byt / Predaj,Nie,Agátová,85 m2,Áno,Dúbravka,2 / 0,NA,NA,NA,NA
4996163,Nie,"522 181,00 EUR",BA11160,4 izbový byt / Predaj,Nie,Dunajská,140 m2,Áno,Staré Mesto,5 / 6,Novostavba,NA,NA,NA
4997691,Nie,"196 999,00 EUR",161,4 izbový byt / Predaj,Áno,Podhorského,110 m2,Nie,Staré Mesto,4 / 4,NA,tehla,kompletná rekonštrukcia,NA
5003492,Áno,"545 195,00 EUR",BA11171,4 izbový byt / Predaj,Nie,Dunajská,139 m2,Áno,Staré Mesto,NA,Novostavba,NA,NA,NA
5077910,Áno,"101 000,00 EUR",670340,1 izbový byt / Predaj,Nie,Pečnianska,55 m2,Áno,Petržalka,9 / 12,NA,panel,kompletná rekonštrukcia,NA
5085080,Áno,"36 900,00 EUR",NA,Dvojgarsónka / Predaj,Nie,Stavbárska,40 m2,Áno,Vrakuňa,2 / 10,NA,tehla,čiastočná rekonštrukcia,NA
5087535,Áno,"132 000,00 EUR",670402,3 izbový byt / Predaj,Nie,Budatínska,70 m2,Áno,Petržalka,1 / 8,NA,panel,kompletná rekonštrukcia,NA
5102920,Áno,"124 999,00 EUR",670478,3 izbový byt / Predaj,Nie,Holíčska,68 m2,Áno,Petržalka,7 / 12,NA,panel,kompletná rekonštrukcia,NA
5105251,Áno,"165 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Karadžičova,101 m2,Áno,Staré Mesto,1 / 0,Novostavba,tehla,NA,NA
5109798,Áno,"105 000,00 EUR",330867,Dvojgarsónka / Predaj,Áno,Pečnianska,53 m2,Áno,"Petržalka, časť Dvory",8 / 12,NA,panel,kompletná rekonštrukcia,48 m2
