id,Balkón / loggia,Cena,Identifikačné číslo:,Kategória,Pivnica,Ulica,Úžitková plocha,Výťah,Lokalita,Poschodie,Stav nehnuteľnosti:,Materiál,Stav,Zastavaná plocha
6089773,Nie,"145 000,00 EUR",MV-54,3 izbový byt / Predaj,Áno,Šancová,62 m2,Nie,Nové Mesto,0 / 5,NA,tehla,kompletná rekonštrukcia,NA
6089827,Áno,"130 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Píniová,85 m2,Nie,"Vrakuňa, časť Dolné hony",4 / 4,Novostavba,tehla,NA,NA
6089890,Nie,cena dohodou,NA,Nie,Nie,syslia,14.8.2017 11:05:50,122 m2,NA,NA,NA,NA,NA,NA
6089899,Áno,"149 500,00 EUR",781451,3 izbový byt / Predaj,Áno,Riazanská,78 m2,Nie,"Nové Mesto, časť Pasienky / Kuchajda",1 / 4,NA,NA,kompletná rekonštrukcia,NA
6089906,Áno,"147 500,00 EUR",120635,2 izbový byt / Predaj,Áno,Svätého Vincenta,70 m2,Áno,Ružinov,4 / 7,NA,iný,NA,68 m2
6089910,Áno,"94 800,00 EUR",20171,1 izbový byt / Predaj,Áno,Mierová,38 m2,Áno,"Ružinov, časť Prievoz",1 / 6,Novostavba,tehla,vo výstavbe,NA
6089912,Áno,"107 900,00 EUR",NA,1 izbový byt / Predaj,Nie,Jašíkova,34 m2,Áno,Ružinov,2 / 6,NA,panel,kompletná rekonštrukcia,NA
6089915,Áno,"244 000,00 EUR",20172,3 izbový byt / Predaj,Áno,Mierová,81 m2,Áno,"Ružinov, časť Prievoz",4 / 6,Novostavba,tehla,vo výstavbe,NA
6089916,Áno,"148 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Holíčska,70 m2,Áno,Petržalka,1 / 4,NA,panel,kompletná rekonštrukcia,NA
6089917,Áno,"135 000,00 EUR",3242,3 izbový byt / Predaj,Nie,Jamnického,68 m2,NA,Karlova Ves,0 / 12,NA,panel,čiastočná rekonštrukcia,NA
6089921,Áno,"328 000,00 EUR",20173,4 izbový byt / Predaj,Áno,Mierová,116 m2,Áno,"Ružinov, časť Prievoz",6 / 6,Novostavba,tehla,vo výstavbe,NA
6089922,Áno,"141 800,00 EUR",20174,2 izbový byt / Predaj,Áno,Mierová,63 m2,Áno,"Ružinov, časť Prievoz",1 / 6,Novostavba,tehla,vo výstavbe,NA
6089929,Nie,"120 900,00 EUR",NA,2 izbový byt / Predaj,Áno,Jurigovo námestie,50 m2,Áno,Karlova Ves,NA,NA,panel,kompletná rekonštrukcia,NA
6089933,Nie,"120 900,00 EUR",NA,3 izbový byt / Predaj,Áno,Jurigovo námestie,50 m2,Áno,Karlova Ves,NA,NA,panel,kompletná rekonštrukcia,NA
6089992,Nie,"27 000,00 EUR",BA117SF,Dvojgarsónka / Predaj,Nie,Stavbárska,40 m2,Nie,Vrakuňa,4 / 10,NA,panel,čiastočná rekonštrukcia,40 m2
6090426,Nie,"113 000,00 EUR",8914,2 izbový byt / Predaj,Nie,Tranovského,50 m2,Nie,Dúbravka,4 / 4,NA,panel,kompletná rekonštrukcia,NA
6090444,Nie,"139 990,00 EUR",8887,2 izbový byt / Predaj,Nie,Šancová,64 m2,Nie,Nové Mesto,5 / 5,NA,tehla,kompletná rekonštrukcia,NA
6090449,Nie,"234 990,00 EUR",NA,3 izbový byt / Predaj,Áno,Račianska,100 m2,Nie,Nové Mesto,1 / 2,NA,tehla,kompletná rekonštrukcia,NA
6090476,Nie,"106 900,00 EUR",8938,2 izbový byt / Predaj,Nie,Osuského,55 m2,Áno,Petržalka,5 / 12,NA,panel,pôvodný,NA
6090481,Áno,"134 700,00 EUR",8967,2 izbový byt / Predaj,Nie,Račianska,50 m2,Áno,Nové Mesto,5 / 7,NA,tehla,kompletná rekonštrukcia,NA
6090495,Áno,"420 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Drotárska cesta,153 m2,Áno,Staré Mesto,4 / 4,NA,tehla,NA,NA
6090506,Áno,"210 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Tichá,77 m2,Áno,Staré Mesto,8 / 10,NA,panel,NA,NA
6090510,Nie,"75 000,00 EUR",NA,2 izbový byt / Predaj,Nie,Vlčie hrdlo,51 m2,Nie,"Ružinov, časť Vlčie hrdlo",0 / 8,NA,panel,pôvodný,NA
6090520,Áno,"128 000,00 EUR",AR9514,3 izbový byt / Predaj,Áno,Holíčska,75 m2,Áno,Petržalka,9 / 12,NA,panel,pôvodný,NA
6090531,Áno,"210 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Tichá,77 m2,Áno,Staré Mesto,8 / 10,NA,panel,kompletná rekonštrukcia,NA
6090535,Nie,"89 000,00 EUR",201507265851641995,1 izbový byt / Predaj,Nie,Medzilaborecká,44 m2,Áno,Ružinov,0 / 6,NA,NA,kompletná rekonštrukcia,NA
6090539,Áno,"159 000,00 EUR",1680,4 izbový byt / Predaj,Nie,Račianska,70 m2,Áno,Nové Mesto,2 / 12,NA,NA,NA,NA
6090579,Nie,"116 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Martinčekova 22,67 m2,Áno,"Ružinov, časť Nivy",NA,NA,panel,čiastočná rekonštrukcia,NA
6090580,Áno,"130 000,00 EUR",8968,2 izbový byt / Predaj,Nie,Opletalova,65 m2,Nie,Devínska Nová Ves,1 / 4,NA,tehla,kompletná rekonštrukcia,NA
6090592,Áno,"123 000,00 EUR",6666246800676274875,3 izbový byt / Predaj,Áno,Krásnohorská,66 m2,NA,Petržalka,12 / 12,NA,NA,čiastočná rekonštrukcia,NA
6090621,Nie,"83 000,00 EUR",8880,2 izbový byt / Predaj,Nie,Repašského,40 m2,Áno,Dúbravka,6 / 12,NA,panel,kompletná rekonštrukcia,NA
6090680,Áno,"157 000,00 EUR",1684174,4 izbový byt / Predaj,Nie,Batkova,86 m2,Áno,Dúbravka,2 / 4,NA,panel,čiastočná rekonštrukcia,NA
6090690,Nie,"117 000,00 EUR",201507265851641996,2 izbový byt / Predaj,Áno,Pekná cesta,50 m2,Nie,Rača,2 / 5,NA,tehla,kompletná rekonštrukcia,NA
6090708,Áno,"145 000,00 EUR",739373,2 izbový byt / Predaj,Áno,Eisnerova,47 m2,Áno,Devínska Nová Ves,4 / 5,NA,tehla,NA,NA
6090791,Áno,"199 000,00 EUR",8762,3 izbový byt / Predaj,Áno,Na Križovatkách,81 m2,Áno,"Ružinov, časť Trnávka",6 / 6,Novostavba,tehla,kompletná rekonštrukcia,NA
6090854,Nie,"73 000,00 EUR",P-1968,3 izbový byt / Predaj,Nie,Kopčianska,59 m2,Áno,Petržalka,9 / 11,NA,panel,NA,NA
6090867,Áno,"113 000,00 EUR",8718,Dvojgarsónka / Predaj,Áno,Mánesovo námestie,53 m2,Áno,Petržalka,10 / 12,NA,panel,čiastočná rekonštrukcia,NA
6090896,Áno,"161 000,00 EUR",120794,4 izbový byt / Predaj,Áno,Karpatské námestie,88 m2,Áno,Rača,2 / 7,NA,iný,NA,88 m2
6090900,Nie,"125 000,00 EUR",120792,2 izbový byt / Predaj,Áno,Osuského,53 m2,Áno,Petržalka,11 / 12,NA,panel,NA,53 m2
6090901,Nie,"105 000,00 EUR",120796,2 izbový byt / Predaj,Áno,Námestie Hraničiarov,54 m2,Áno,Petržalka,6 / 12,NA,panel,NA,54 m2
6090903,Nie,"106 900,00 EUR",120793,2 izbový byt / Predaj,Áno,"Osuského, slnečný, ticho orientovaný",54 m2,Áno,Petržalka,5 / 12,NA,panel,NA,54 m2
6090918,Nie,cena dohodou,NA,kompletná rekonštrukcia,Áno,Svoradova,9.8.2017 11:14:44,65 m2,NA,NA,NA,Áno,tehla,NA
6090956,Áno,"250 000,00 EUR",AR9518,3 izbový byt / Predaj,Áno,Záhradnícka,96 m2,Áno,Ružinov,3 / 5,Novostavba,tehla,NA,NA
6090987,Áno,"126 000,00 EUR",384612,3 izbový byt / Predaj,Áno,Andrusovova,66 m2,Áno,Petržalka,12 / 12,NA,panel,pôvodný,NA
6091006,Nie,"74 900,00 EUR",FJ3,1 izbový byt / Predaj,Áno,Dudvážska,35 m2,Áno,Vrakuňa,5 / 7,NA,NA,kompletná rekonštrukcia,NA
6091011,Nie,"109 000,00 EUR",8991,2 izbový byt / Predaj,Áno,Osuského,54 m2,Áno,Petržalka,8 / 12,NA,panel,pôvodný,NA
6091042,Nie,"90 000,00 EUR",8931,2 izbový byt / Predaj,Nie,Bebravská,52 m2,Áno,Vrakuňa,3 / 8,NA,panel,pôvodný,NA
6091071,Áno,"155 000,00 EUR",3255,4 izbový byt / Predaj,Áno,Batkova,87 m2,Nie,Dúbravka,2 / 3,NA,NA,kompletná rekonštrukcia,NA
6091218,Áno,"89 990,00 EUR",MT85,1 izbový byt / Predaj,Áno,Račianska,37 m2,Áno,Rača,3 / 10,NA,NA,kompletná rekonštrukcia,NA
6091219,Áno,"279 500,00 EUR",120805,3 izbový byt / Predaj,Nie,EDEN  PARK,91 m2,Áno,Ružinov,6 / 14,NA,tehla,NA,91 m2
6091236,Áno,"122 000,00 EUR",778513,3 izbový byt / Predaj,Nie,Krásnohorská,65 m2,NA,Petržalka,12 / 12,NA,panel,kompletná rekonštrukcia,NA
6091242,Nie,"79 990,00 EUR",RA-330,1 izbový byt / Predaj,Áno,Nobelova,39 m2,Áno,Nové Mesto,7 / 1,NA,panel,čiastočná rekonštrukcia,NA
6091332,Áno,"235 000,00 EUR",381714,2 izbový byt / Predaj,Áno,Dvořákovo nábrežie,56 m2,Nie,Staré Mesto,3 / 8,Novostavba,tehla,NA,NA
6091397,Áno,"120 000,00 EUR",36348,2 izbový byt / Predaj,Áno,Martinčekova,53 m2,Áno,"Ružinov, časť Nivy",7 / 7,NA,panel,kompletná rekonštrukcia,NA
6091399,Nie,"93 500,00 EUR",36350,2 izbový byt / Predaj,Áno,Hronská,51 m2,Áno,Podunajské Biskupice,2 / 6,NA,panel,čiastočná rekonštrukcia,NA
6091414,Áno,"289 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Riazanská,163 m2,Áno,Nové Mesto,4 / 4,Novostavba,tehla,NA,NA
6091415,Nie,"76 800,00 EUR",NA,1 izbový byt / Predaj,Nie,Púpavová 6,36 m2,Áno,Karlova Ves,NA,NA,NA,kompletná rekonštrukcia,NA
6091454,Áno,"92 990,00 EUR",BA117SF,Dvojgarsónka / Predaj,Nie,Beňadická,37 m2,Áno,Petržalka,12 / 12,NA,panel,čiastočná rekonštrukcia,37 m2
6091491,NA,"166 000,00 EUR",117990,2 izbový byt / Predaj,NA,NA,50 m2,NA,Staré Mesto,NA,NA,NA,NA,NA
6091492,NA,"177 000,00 EUR",117993,2 izbový byt / Predaj,NA,Drieňová,66 m2,NA,Ružinov,NA,Novostavba,NA,NA,66 m2
6091494,NA,"556 500,00 EUR",117996,4 izbový byt / Predaj,NA,Zámocká,188 m2,NA,Staré Mesto,NA,Novostavba,NA,NA,201 m2
6091503,Áno,"149 000,00 EUR",HT 29,4 izbový byt / Predaj,Áno,Dopravná,83 m2,Áno,Rača,1 / 8,NA,tehla,kompletná rekonštrukcia,NA
6091721,Áno,"117 900,00 EUR",1000,3 izbový byt / Predaj,Áno,Námestie Hraničiarov,75 m2,Áno,Petržalka,5 / 12,NA,panel,pôvodný,NA
6091746,Áno,"141 999,00 EUR",1684177,3 izbový byt / Predaj,Nie,Šustekova,70 m2,Áno,Petržalka,10 / 12,NA,panel,kompletná rekonštrukcia,NA
6091747,Nie,"99 000,00 EUR",89076,2 izbový byt / Predaj,Áno,Galbavého,54 m2,Áno,Dúbravka,5 / 12,NA,panel,čiastočná rekonštrukcia,NA
6091773,Áno,"281 000,00 EUR",NA,4 izbový byt / Predaj,Nie,Tomášikova,133 m2,Áno,Ružinov,6 / 8,Novostavba,NA,čiastočná rekonštrukcia,NA
6091785,Nie,"139 999,00 EUR",BA178,3 izbový byt / Predaj,Nie,Šustekova,70 m2,NA,Petržalka,NA,NA,NA,NA,NA
6091808,Áno,"233 900,00 EUR",NA,3 izbový byt / Predaj,Áno,Jaseňova,90 m2,Áno,Staré Mesto,4 / 0,NA,tehla,NA,NA
6091817,Áno,"70 000,00 EUR",8992,1 izbový byt / Predaj,Áno,Bieloruská,35 m2,Áno,Podunajské Biskupice,7 / 7,NA,panel,pôvodný,NA
6091826,Áno,"120 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Súmračná,43 m2,Áno,Ružinov,1 / 6,NA,panel,kompletná rekonštrukcia,NA
6091856,Áno,"118 000,00 EUR",78456123486531231,2 izbový byt / Predaj,Nie,Súmračná,46 m2,Áno,Ružinov,0 / 6,NA,NA,kompletná rekonštrukcia,NA
6091864,Áno,"282 000,00 EUR",NA,4 izbový byt / Predaj,Nie,Tomášikova,102 m2,Áno,Ružinov,6 / 8,Novostavba,iný,pôvodný,NA
6091871,Áno,"156 999,00 EUR",AR9519,4 izbový byt / Predaj,Áno,Batkova,54 m2,Áno,Dúbravka,5 / 12,NA,panel,kompletná rekonštrukcia,NA
6091880,Nie,"154 777,00 EUR",75,3 izbový byt / Predaj,Áno,Hany Meličkovej,80 m2,Áno,"Karlova Ves, časť Dlhé diely",8 / 8,NA,panel,čiastočná rekonštrukcia,NA
6091882,Nie,"139 999,00 EUR",21,3 izbový byt / Predaj,Nie,Šustekova,70 m2,NA,Petržalka,NA,NA,NA,NA,NA
6091887,Áno,"65 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Bieloruská,37 m2,Áno,Podunajské Biskupice,7 / 7,NA,panel,pôvodný,NA
6091909,Áno,"97 865,00 EUR",NA,2 izbový byt / Predaj,Áno,Bujnákova,41 m2,Nie,Dúbravka,2 / 3,NA,panel,čiastočná rekonštrukcia,NA
6091922,Nie,"109 777,00 EUR",76,2 izbový byt / Predaj,Áno,Jašíkova,62 m2,Áno,Ružinov,1 / 8,NA,NA,pôvodný,NA
6091927,Áno,"112 000,00 EUR",605,2 izbový byt / Predaj,Áno,Súmračná,43 m2,NA,Ružinov,NA,NA,NA,kompletná rekonštrukcia,NA
6091934,Áno,"159 000,00 EUR",NA,4 izbový byt / Predaj,Áno,Karpatské námestie,88 m2,Áno,Rača,2 / 6,NA,panel,čiastočná rekonštrukcia,NA
6092036,Nie,"145 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Beniakova,67 m2,Áno,"Karlova Ves, časť Dlhé diely",12 / 12,NA,NA,kompletná rekonštrukcia,NA
6092063,Áno,"133 900,00 EUR",406128,3 izbový byt / Predaj,Nie,Herlianska,65 m2,Áno,Ružinov,3 / 7,NA,panel,čiastočná rekonštrukcia,NA
6092064,Nie,"239 000,00 EUR",P-1969,3 izbový byt / Predaj,Nie,Kozia,85 m2,Nie,Staré Mesto,3 / 3,NA,tehla,kompletná rekonštrukcia,NA
6092073,Nie,"147 500,00 EUR",NA,3 izbový byt / Predaj,Nie,Súmračná,65 m2,Nie,"Ružinov, časť Ostredky",NA,NA,NA,NA,NA
6092077,Nie,"639 000,00 EUR",503,3 izbový byt / Predaj,Nie,Brnianska,303 m2,Nie,Staré Mesto,0 / 5,NA,NA,kompletná rekonštrukcia,NA
6092097,Nie,"299 000,00 EUR",GR17,4 izbový byt / Predaj,Áno,Jamnického,140 m2,Áno,Karlova Ves,2 / 0,NA,NA,NA,NA
6092099,Áno,"180 000,00 EUR",NREAN31,2 izbový byt / Predaj,Áno,Landererova,56 m2,Áno,Staré Mesto,23 / 33,Novostavba,iný,NA,NA
6092105,Áno,cena dohodou,NA,pôvodný,Áno,Šancová,14.8.2017 10:45:38,7 / 8,NA,100 m2,NA,Áno,tehla,NA
6092107,Áno,"150 000,00 EUR",NREAN45,2 izbový byt / Predaj,Nie,Žltá,50 m2,Áno,Petržalka,5 / 5,Novostavba,iný,NA,NA
6092131,Áno,"88 500,00 EUR",3259,2 izbový byt / Predaj,Áno,Račianska,37 m2,Áno,Rača,3 / 0,NA,NA,kompletná rekonštrukcia,NA
6092145,Áno,"70 000,00 EUR",NA,1 izbový byt / Predaj,Áno,Bieloruská,37 m2,Áno,Podunajské Biskupice,7 / 7,NA,panel,pôvodný,NA
6092153,Áno,"142 900,00 EUR",NA,2 izbový byt / Predaj,Áno,Bosákova,55 m2,Áno,Petržalka,13 / 20,NA,NA,pôvodný,NA
6092174,Áno,"123 000,00 EUR",3262,2 izbový byt / Predaj,Áno,Hečkova,44 m2,Áno,Rača,12 / 0,Novostavba,NA,NA,NA
6092176,Áno,"156 000,00 EUR",201507265851642010,4 izbový byt / Predaj,Áno,Batkova,89 m2,Nie,"Dúbravka, časť Záluhy",2 / 3,NA,panel,kompletná rekonštrukcia,NA
6092190,Nie,"150 000,00 EUR",120809,2 izbový byt / Predaj,Áno,Miletičova,67 m2,Áno,Ružinov,2 / 6,NA,tehla,NA,67 m2
6092228,Áno,"117 900,00 EUR",NA,2 izbový byt / Predaj,Áno,Martinčekova,53 m2,Áno,Ružinov,7 / 7,NA,NA,NA,NA
6092268,Áno,"143 000,00 EUR",NA,2 izbový byt / Predaj,Nie,Bosákova,60 m2,Áno,Petržalka,4 / 20,NA,panel,kompletná rekonštrukcia,NA
6092271,Nie,"169 000,00 EUR",LIE-305,2 izbový byt / Predaj,Áno,Lazaretská,70 m2,Nie,Staré Mesto,1 / 4,NA,tehla,NA,NA
6092272,Áno,"145 000,00 EUR",778559,3 izbový byt / Predaj,Áno,Beniakova,67 m2,Áno,"Karlova Ves, časť Dlhé diely",12 / 12,NA,panel,kompletná rekonštrukcia,NA
6092279,Nie,"118 000,00 EUR",22,2 izbový byt / Predaj,Nie,Súmračná,43 m2,NA,Ružinov,NA,NA,NA,NA,NA
6092313,Áno,"94 990,00 EUR",NA,2 izbový byt / Predaj,Áno,Blagoevova,48 m2,Áno,Petržalka,3 / 12,NA,panel,čiastočná rekonštrukcia,NA
6092319,Áno,"139 999,00 EUR",3264,3 izbový byt / Predaj,Nie,Šustekova,70 m2,Áno,Petržalka,10 / 0,NA,NA,kompletná rekonštrukcia,NA
6092320,Áno,"170 000,00 EUR",118254,4 izbový byt / Predaj,Nie,Furdekova,94 m2,Áno,Petržalka,6 / 8,NA,panel,čiastočná rekonštrukcia,NA
6092323,Áno,"115 000,00 EUR",778564,2 izbový byt / Predaj,Nie,Súmračná,46 m2,Áno,Ružinov,0 / 6,NA,panel,kompletná rekonštrukcia,NA
6092337,Nie,"135 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Sibírska,77 m2,Nie,Nové Mesto,1 / 5,NA,tehla,pôvodný,NA
6092339,Nie,"225 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Bulharská,113 m2,Áno,"Ružinov, časť Trnávka",5 / 5,NA,tehla,pôvodný,NA
6092340,Áno,"142 000,00 EUR",8778,3 izbový byt / Predaj,Áno,Rumančeková,69 m2,Áno,Ružinov,7 / 7,NA,panel,čiastočná rekonštrukcia,NA
6092342,Áno,"94 990,00 EUR",NA,Dvojgarsónka / Predaj,Áno,Blagoevova,48 m2,Áno,Petržalka,3 / 12,NA,panel,čiastočná rekonštrukcia,NA
6092363,Áno,"138 000,00 EUR",8996,3 izbový byt / Predaj,Áno,Na barine,70 m2,Áno,Lamač,1 / 7,NA,panel,kompletná rekonštrukcia,NA
6092369,Áno,"119 000,00 EUR",3266,2 izbový byt / Predaj,Áno,Haburská,52 m2,Nie,Ružinov,3 / 0,NA,NA,čiastočná rekonštrukcia,NA
6092402,Áno,"129 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Medveďovej,68 m2,Áno,"Petržalka, časť Ovsište",1 / 12,NA,NA,NA,NA
6092423,Áno,"199 990,00 EUR",NA,3 izbový byt / Predaj,Nie,Plynárenská,72 m2,Áno,Ružinov,21 / 25,Novostavba,NA,NA,NA
6092431,Nie,"128 980,00 EUR",26674,3 izbový byt / Predaj,Nie,NA,69 m2,NA,Petržalka,NA,NA,NA,NA,NA
6092443,Áno,"262 400,00 EUR",220496,3 izbový byt / Predaj,Nie,Tolstého,99 m2,Áno,Staré Mesto,3 / 3,Novostavba,NA,NA,NA
6092444,Nie,"262 400,00 EUR",220497,3 izbový byt / Predaj,Nie,Tolstého,98 m2,Áno,Staré Mesto,3 / 3,Novostavba,tehla,NA,NA
6092446,Nie,"236 900,00 EUR",220499,3 izbový byt / Predaj,Nie,Tolstého,100 m2,Áno,Staré Mesto,3 / 3,NA,NA,NA,NA
6092450,Áno,"137 000,00 EUR",120824,2 izbový byt / Predaj,Áno,Planét,54 m2,Nie,Ružinov,3 / 3,NA,tehla,NA,51 m2
6092490,Nie,"127 000,00 EUR",NA,2 izbový byt / Predaj,Áno,Osuského,54 m2,Áno,Petržalka,2 / 12,NA,panel,kompletná rekonštrukcia,NA
6092502,Áno,"126 000,00 EUR",120827,2 izbový byt / Predaj,Áno,Zavadilová,50 m2,Áno,Devínska Nová Ves,7 / 8,NA,iný,NA,47 m2
6092553,Áno,"122 000,00 EUR",Z3154,2 izbový byt / Predaj,Áno,Tokajícka,54 m2,Nie,Ružinov,3 / 3,NA,tehla,čiastočná rekonštrukcia,NA
6092560,Áno,"157 000,00 EUR",MG291,3 izbový byt / Predaj,Nie,Ivana Bukovčana,90 m2,Áno,Devínska Nová Ves,7 / 8,Novostavba,NA,NA,NA
6092573,Áno,"138 000,00 EUR",373916,3 izbový byt / Predaj,Áno,Nad Lúčkami,72 m2,Áno,"Karlova Ves, časť Dlhé diely",7 / 7,NA,panel,čiastočná rekonštrukcia,NA
6092587,Áno,"94 990,00 EUR",RA-325,3 izbový byt / Predaj,Áno,Čiernovodská,65 m2,Áno,Vrakuňa,6 / 12,NA,panel,pôvodný,NA
6092590,Áno,"139 999,00 EUR",Z3155,3 izbový byt / Predaj,Áno,Šustekova,70 m2,Áno,Petržalka,10 / 12,NA,panel,kompletná rekonštrukcia,NA
6092592,Áno,"119 800,00 EUR",105179,3 izbový byt / Predaj,Áno,Krásnohorská,68 m2,NA,Petržalka,4 / 12,NA,panel,pôvodný,NA
6092597,Áno,"287 560,00 EUR",RA-322,3 izbový byt / Predaj,Áno,Drotárska cesta,80 m2,Áno,Staré Mesto,4 / 5,Novostavba,NA,NA,NA
6092620,Áno,"105 000,00 EUR",VIS-29,3 izbový byt / Predaj,Nie,Banšelova,65 m2,Áno,Ružinov,4 / 6,Novostavba,NA,vo výstavbe,NA
6092626,Nie,"124 900,00 EUR",89101,3 izbový byt / Predaj,Áno,Hečkova,53 m2,Áno,Rača,2 / 8,NA,tehla,kompletná rekonštrukcia,NA
6092630,Áno,"133 990,00 EUR",RH-218,2 izbový byt / Predaj,Áno,Kadnárova,60 m2,Nie,Rača,3 / 4,NA,tehla,kompletná rekonštrukcia,NA
6092671,Áno,"129 990,00 EUR",MH-344,3 izbový byt / Predaj,Nie,Tematínska,64 m2,Áno,Petržalka,1 / 12,NA,panel,kompletná rekonštrukcia,NA
6092701,Nie,"80 990,00 EUR",378170,1 izbový byt / Predaj,Nie,Slovinská,34 m2,Nie,Ružinov,NA,NA,iný,kompletná rekonštrukcia,NA
6092703,Nie,"139 999,00 EUR",385194,3 izbový byt / Predaj,Nie,Šustekova,74 m2,Nie,Petržalka,10 / 12,NA,iný,kompletná rekonštrukcia,NA
6092708,Áno,"141 599,00 EUR",P-1970,3 izbový byt / Predaj,Áno,Šustekova,70 m2,Áno,Petržalka,10 / 12,NA,panel,kompletná rekonštrukcia,NA
6092940,Áno,"96 900,00 EUR",NA,1 izbový byt / Predaj,Nie,Vyšehradská,44 m2,Áno,Petržalka,2 / 7,Novostavba,tehla,NA,NA
6093044,Nie,"229 000,00 EUR",1839,3 izbový byt / Predaj,Nie,Živnostenská,77 m2,NA,Staré Mesto,NA,NA,NA,NA,NA
6093095,Nie,"63 700,00 EUR",NA,1 izbový byt / Predaj,Áno,Bieloruská,32 m2,Áno,Podunajské Biskupice,4 / 7,NA,panel,čiastočná rekonštrukcia,NA
6093104,Áno,"117 900,00 EUR",606,2 izbový byt / Predaj,Nie,Martinčekova,53 m2,NA,Ružinov,NA,NA,NA,kompletná rekonštrukcia,NA
6093123,Nie,"98 280,00 EUR",1494,1 izbový byt / Predaj,Nie,Antolská,41 m2,Áno,Petržalka,6 / 8,Novostavba,NA,NA,NA
6093158,Áno,"258 000,00 EUR",NA,3 izbový byt / Predaj,Áno,Mlynské nivy,110 m2,Nie,Staré Mesto,5 / 5,NA,tehla,čiastočná rekonštrukcia,NA
6093159,Áno,"118 000,00 EUR",PH74,2 izbový byt / Predaj,Nie,Súmračná,42 m2,Áno,Ružinov,0 / 6,NA,NA,kompletná rekonštrukcia,NA
6093172,Áno,"113 000,00 EUR",17061602,3 izbový byt / Predaj,Áno,Jána Stanislava,58 m2,Áno,"Karlova Ves, časť Dlhé diely",2 / 6,NA,NA,čiastočná rekonštrukcia,NA
6093174,Áno,"106 900,00 EUR",250806,2 izbový byt / Predaj,Áno,Zálužická,47 m2,Áno,Ružinov,4 / 6,NA,panel,čiastočná rekonštrukcia,NA
6093180,Áno,"148 000,00 EUR",117506,4 izbový byt / Predaj,Nie,Vyšehradská,89 m2,Áno,Petržalka,5 / 8,NA,panel,čiastočná rekonštrukcia,NA
6093205,Áno,"186 000,00 EUR",NA,3 izbový byt / Predaj,Nie,Kresánkova,88 m2,Áno,Karlova Ves,5 / 5,Novostavba,iný,NA,NA
6093237,Áno,"118 000,00 EUR",2317,2 izbový byt / Predaj,Nie,Súmračná,45 m2,Áno,"Ružinov, časť Ostredky",0 / 6,NA,panel,kompletná rekonštrukcia,NA
6093249,Áno,"143 000,00 EUR",EA489,3 izbový byt / Predaj,Nie,Janotova,76 m2,Áno,Karlova Ves,7 / 12,NA,NA,čiastočná rekonštrukcia,NA
6093263,Áno,"279 000,00 EUR",3271,3 izbový byt / Predaj,Áno,Mlynské nivy,110 m2,NA,Staré Mesto,5 / 5,NA,NA,kompletná rekonštrukcia,NA
6093269,Nie,"250 000,00 EUR",277,3 izbový byt / Predaj,Nie,Zámocká,101 m2,Áno,Staré Mesto,3 / 4,NA,NA,NA,NA
6093280,Áno,"95 790,00 EUR",HM-58,1 izbový byt / Predaj,Nie,Račianska,24 m2,Áno,Nové Mesto,3 / 7,Novostavba,tehla,NA,NA
6093281,Áno,"349 900,00 EUR",HM-33,4 izbový byt / Predaj,Áno,NA,148 m2,Áno,Ružinov,11 / 12,NA,tehla,NA,NA
6093282,Nie,"237 000,00 EUR",3273,3 izbový byt / Predaj,Nie,Kozia,85 m2,NA,Staré Mesto,3 / 3,NA,NA,kompletná rekonštrukcia,NA
6093284,Nie,"160 000,00 EUR",117630,3 izbový byt / Predaj,Nie,Karadžičova,64 m2,Áno,Staré Mesto,0 / 7,NA,tehla,kompletná rekonštrukcia,NA
6093314,Áno,"109 000,00 EUR",3275,1 izbový byt / Predaj,Áno,Andreja Mráza,39 m2,Áno,Ružinov,3 / 0,NA,NA,kompletná rekonštrukcia,NA
6093328,Nie,"198 000,00 EUR",009-5,3 izbový byt / Predaj,Áno,neuvedená,93 m2,Nie,Staré Mesto,NA,NA,tehla,čiastočná rekonštrukcia,NA
6093336,Áno,"102 900,00 EUR",NA,1 izbový byt / Predaj,Nie,Kristy Bendovej,43 m2,Áno,Dúbravka,NA,Novostavba,tehla,NA,NA
6093344,Áno,"199 000,00 EUR",1495,3 izbový byt / Predaj,Áno,Karadžičova,87 m2,Áno,Staré Mesto,4 / 14,NA,tehla,kompletná rekonštrukcia,NA
6093345,Áno,"199 000,00 EUR",1496,3 izbový byt / Predaj,Áno,Karadžičova,87 m2,Áno,Ružinov,4 / 14,NA,tehla,kompletná rekonštrukcia,NA
6093346,Áno,"119 000,00 EUR",89107,2 izbový byt / Predaj,Áno,Račianska,57 m2,Áno,Nové Mesto,13 / 13,NA,panel,čiastočná rekonštrukcia,NA
